Year,Company Size,Industry,Experience,Title,Country,Salary (USD),City
2016,500 to 999 employees,Higher Education,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,"10,000 or more employees",Retail and Consumer Services,0 to 1 years,Data or business analyst,Canada,35000.0,Montreal
2016,20 to 99 employees,Financial Services,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,100 to 499 employees,Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,95000.0,Toronto
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, full-stack",Canada,45000.0,Hamilton–Niagara Peninsula
2016,20 to 99 employees,Advertising Services,2 to 4 years,"Developer, front-end",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,20 to 99 employees,Advertising Services,10 or more years,"Developer, embedded applications or devices",Canada,55000.0,Ottawa
2016,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,65000.0,Kingston–Pembroke
2016,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,2 to 9 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,55000.0,Montreal
2016,2 to 9 employees,Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,500 to 999 employees,Higher Education,2 to 4 years,"Developer, back-end",Canada,55000.0,Kingston–Pembroke
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, back-end",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,500 to 999 employees,Legal Services,10 or more years,"Developer, full-stack",Canada,55000.0,Montreal
2016,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",2 to 4 years,Engineering manager,Canada,45000.0,Halifax
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, embedded applications or devices",Canada,35000.0,Moncton–Richibucto
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,45000.0,Montreal
2016,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,45000.0,Montreal
2016,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,85000.0,Toronto
2016,"1,000 to 4,999 employees",Retail and Consumer Services,0 to 1 years,"Developer, front-end",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,100 to 499 employees,Advertising Services,5 to 9 years,"Developer, back-end",Canada,55000.0,Montreal
2016,"10,000 or more employees",Legal Services,5 to 9 years,"Developer, front-end",Canada,85000.0,Hamilton–Niagara Peninsula
2016,500 to 999 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,105000.0,Hamilton–Niagara Peninsula
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,55000.0,Kingston–Pembroke
2016,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,Data scientist or machine learning specialist,Canada,95000.0,Edmonton
2016,100 to 499 employees,Retail and Consumer Services,0 to 1 years,"Developer, mobile",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,2 to 9 employees,Financial Services,0 to 1 years,"Developer, full-stack",Canada,45000.0,Hamilton–Niagara Peninsula
2016,500 to 999 employees,Higher Education,10 or more years,"Developer, front-end",Canada,45000.0,Montreal
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,10 to 19 employees,Financial Services,5 to 9 years,"Developer, back-end",Canada,45000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, mobile",Canada,45000.0,Montreal
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,55000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,85000.0,Toronto
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Product manager,Canada,105000.0,London
2016,500 to 999 employees,Advertising Services,2 to 4 years,Data scientist or machine learning specialist,Canada,65000.0,Ottawa
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",0 to 1 years,"Developer, front-end",Canada,25000.0,Winnipeg
2016,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,55000.0,Montreal
2016,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85000.0,Toronto
2016,20 to 99 employees,Higher Education,10 or more years,"Developer, full-stack",Canada,75000.0,Kingston–Pembroke
2016,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,55000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,55000.0,Winnipeg
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, back-end",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Senior Executive (C-Suite, VP, etc.)",Canada,65000.0,Moncton–Richibucto
2016,10 to 19 employees,Higher Education,10 or more years,"Developer, desktop or enterprise applications",Canada,55000.0,Montreal
2016,500 to 999 employees,Financial Services,10 or more years,"Developer, desktop or enterprise applications",Canada,55000.0,Montreal
2016,20 to 99 employees,Healthcare,0 to 1 years,"Developer, full-stack",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,Data scientist or machine learning specialist,Canada,55000.0,Halifax
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Data scientist or machine learning specialist,Canada,55000.0,Halifax
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,45000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Senior Executive (C-Suite, VP, etc.)",Canada,75000.0,London
2016,10 to 19 employees,Retail and Consumer Services,0 to 1 years,"Developer, full-stack",Canada,45000.0,Hamilton–Niagara Peninsula
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Data scientist or machine learning specialist,Canada,55000.0,Halifax
2016,2 to 9 employees,Higher Education,2 to 4 years,"Developer, front-end",Canada,55000.0,Kingston–Pembroke
2016,20 to 99 employees,Healthcare,2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,105000.0,Hamilton–Niagara Peninsula
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,65000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, front-end",Canada,45000.0,Montreal
2016,"5,000 to 9,999 employees",Healthcare,10 or more years,"Developer, front-end",Canada,95000.0,Toronto
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, mobile",Canada,35000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,65000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,95000.0,Toronto
2016,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,"1,000 to 4,999 employees",Higher Education,10 or more years,"Developer, full-stack",Canada,55000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,100 to 499 employees,Financial Services,0 to 1 years,"Developer, full-stack",Canada,25000.0,Winnipeg
2016,20 to 99 employees,Higher Education,2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, QA or test",Canada,55000.0,Winnipeg
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,55000.0,Montreal
2016,"10,000 or more employees",Healthcare,2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,"10,000 or more employees",Financial Services,5 to 9 years,"Developer, back-end",Canada,55000.0,Montreal
2016,2 to 9 employees,Healthcare,2 to 4 years,"Developer, back-end",Canada,35000.0,Montreal
2016,2 to 9 employees,Financial Services,10 or more years,"Developer, full-stack",Canada,85000.0,Toronto
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,65000.0,Kingston–Pembroke
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,20 to 99 employees,Retail and Consumer Services,2 to 4 years,"Developer, embedded applications or devices",Canada,55000.0,Moncton–Richibucto
2016,500 to 999 employees,Advertising Services,5 to 9 years,"Developer, full-stack",Canada,85000.0,Hamilton–Niagara Peninsula
2016,"10,000 or more employees",Legal Services,10 or more years,"Developer, full-stack",Canada,75000.0,Kingston–Pembroke
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, mobile",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,500 to 999 employees,Healthcare,5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,"10,000 or more employees",Advertising Services,10 or more years,"Developer, full-stack",Canada,55000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, mobile",Canada,65000.0,Hamilton–Niagara Peninsula
2016,2 to 9 employees,"Manufacturing, Transportation, or Supply Chain",0 to 1 years,"Developer, full-stack",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, embedded applications or devices",Canada,35000.0,Winnipeg
2016,"1,000 to 4,999 employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,75000.0,Kingston–Pembroke
2016,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,65000.0,Kingston–Pembroke
2016,"1,000 to 4,999 employees",Healthcare,10 or more years,Engineering manager,Canada,75000.0,London
2016,"1,000 to 4,999 employees",Advertising Services,10 or more years,"Developer, front-end",Canada,85000.0,Toronto
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, mobile",Canada,55000.0,Montreal
2016,"10,000 or more employees",Advertising Services,0 to 1 years,"Developer, front-end",Canada,45000.0,Hamilton–Niagara Peninsula
2016,500 to 999 employees,Advertising Services,5 to 9 years,"Developer, full-stack",Canada,65000.0,Kingston–Pembroke
2016,100 to 499 employees,Advertising Services,2 to 4 years,"Developer, front-end",Canada,45000.0,Montreal
2016,"1,000 to 4,999 employees",Advertising Services,10 or more years,"Developer, front-end",Canada,55000.0,Montreal
2016,100 to 499 employees,Advertising Services,2 to 4 years,"Developer, front-end",Canada,35000.0,Montreal
2016,100 to 499 employees,Higher Education,10 or more years,"Developer, mobile",Canada,75000.0,Kingston–Pembroke
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,75000.0,Kitchener–Waterloo–Barrie
2016,100 to 499 employees,Advertising Services,5 to 9 years,"Developer, back-end",Canada,65000.0,Kingston–Pembroke
2016,100 to 499 employees,Retail and Consumer Services,5 to 9 years,Engineering manager,Canada,85000.0,Moncton–Richibucto
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Senior Executive (C-Suite, VP, etc.)",Canada,75000.0,London
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,75000.0,Kitchener–Waterloo–Barrie
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,95000.0,Toronto
2016,500 to 999 employees,Healthcare,10 or more years,"Developer, back-end",Canada,75000.0,Kingston–Pembroke
2016,20 to 99 employees,Retail and Consumer Services,0 to 1 years,"Developer, front-end",Canada,45000.0,Hamilton–Niagara Peninsula
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, front-end",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,"10,000 or more employees",Financial Services,5 to 9 years,Designer,Canada,65000.0,Calgary
2016,100 to 499 employees,Financial Services,2 to 4 years,"Developer, embedded applications or devices",Canada,35000.0,Moncton–Richibucto
2016,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,"1,000 to 4,999 employees",Advertising Services,10 or more years,"Developer, full-stack",Canada,105000.0,Hamilton–Niagara Peninsula
2016,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,105000.0,Calgary
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,75000.0,Kitchener–Waterloo–Barrie
2016,20 to 99 employees,Healthcare,5 to 9 years,"Developer, back-end",Canada,35000.0,Montreal
2016,10 to 19 employees,Retail and Consumer Services,2 to 4 years,"Developer, front-end",Canada,35000.0,Montreal
2016,20 to 99 employees,Advertising Services,0 to 1 years,"Developer, full-stack",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,65000.0,Kingston–Pembroke
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,55000.0,Montreal
2016,20 to 99 employees,Legal Services,10 or more years,"Developer, desktop or enterprise applications",Canada,75000.0,Kingston–Pembroke
2016,2 to 9 employees,Advertising Services,10 or more years,"Developer, full-stack",Canada,85000.0,Toronto
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, desktop or enterprise applications",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,500 to 999 employees,Financial Services,0 to 1 years,"Developer, QA or test",Canada,25000.0,Vancouver Island and Coast
2016,"1,000 to 4,999 employees",Legal Services,2 to 4 years,System administrator,Canada,45000.0,Winnipeg
2016,"1,000 to 4,999 employees",Advertising Services,5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,95000.0,Toronto
2016,20 to 99 employees,Legal Services,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,20 to 99 employees,Higher Education,2 to 4 years,"Developer, back-end",Canada,35000.0,Montreal
2016,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",0 to 1 years,"Developer, full-stack",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,500 to 999 employees,"Manufacturing, Transportation, or Supply Chain",0 to 1 years,"Developer, full-stack",Canada,45000.0,Hamilton–Niagara Peninsula
2016,"10,000 or more employees",Financial Services,2 to 4 years,"Developer, front-end",Canada,65000.0,Hamilton–Niagara Peninsula
2016,"1,000 to 4,999 employees",Higher Education,2 to 4 years,Data or business analyst,Canada,35000.0,Halifax
2016,10 to 19 employees,Healthcare,2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,"1,000 to 4,999 employees",Higher Education,2 to 4 years,"Developer, back-end",Canada,35000.0,Montreal
2016,100 to 499 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, embedded applications or devices",Canada,55000.0,Ottawa
2016,"10,000 or more employees",Legal Services,10 or more years,Data or business analyst,Canada,45000.0,Halifax
2016,500 to 999 employees,Advertising Services,5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,"10,000 or more employees",Higher Education,10 or more years,"Developer, desktop or enterprise applications",Canada,45000.0,Montreal
2016,"10,000 or more employees","Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, full-stack",Canada,85000.0,Toronto
2016,500 to 999 employees,Retail and Consumer Services,5 to 9 years,Data scientist or machine learning specialist,Canada,75000.0,Halifax
2016,2 to 9 employees,Financial Services,10 or more years,"Developer, full-stack",Canada,105000.0,Hamilton–Niagara Peninsula
2016,20 to 99 employees,Advertising Services,2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, QA or test",Canada,45000.0,Winnipeg
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,75000.0,Kingston–Pembroke
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,10 to 19 employees,Financial Services,5 to 9 years,"Developer, QA or test",Canada,45000.0,Winnipeg
2016,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",2 to 4 years,"Developer, mobile",Canada,55000.0,Kingston–Pembroke
2016,"10,000 or more employees",Financial Services,5 to 9 years,"Developer, back-end",Canada,55000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,65000.0,Montreal
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,"Developer, front-end",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,45000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, front-end",Canada,75000.0,Kingston–Pembroke
2016,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Engineering manager,Canada,55000.0,London
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,75000.0,Kitchener–Waterloo–Barrie
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,Product manager,Canada,55000.0,London
2016,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",5 to 9 years,"Developer, front-end",Canada,85000.0,Hamilton–Niagara Peninsula
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,95000.0,Toronto
2016,"10,000 or more employees",Legal Services,5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, mobile",Canada,55000.0,Montreal
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, desktop or enterprise applications",Canada,45000.0,Montreal
2016,100 to 499 employees,Financial Services,10 or more years,"Developer, desktop or enterprise applications",Canada,55000.0,Montreal
2016,"5,000 to 9,999 employees","Manufacturing, Transportation, or Supply Chain",5 to 9 years,Data scientist or machine learning specialist,Canada,35000.0,Halifax
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,65000.0,Kingston–Pembroke
2016,20 to 99 employees,Financial Services,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,"1,000 to 4,999 employees",Legal Services,2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,2 to 9 employees,Higher Education,0 to 1 years,"Developer, desktop or enterprise applications",Canada,35000.0,Kitchener–Waterloo–Barrie
2016,"5,000 to 9,999 employees",Financial Services,5 to 9 years,"Developer, full-stack",Canada,75000.0,Kitchener–Waterloo–Barrie
2016,"10,000 or more employees",Advertising Services,10 or more years,"Developer, full-stack",Canada,105000.0,Hamilton–Niagara Peninsula
2016,2 to 9 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,85000.0,Ottawa
2016,100 to 499 employees,Legal Services,5 to 9 years,"Developer, full-stack",Canada,55000.0,Montreal
2016,100 to 499 employees,Higher Education,10 or more years,"Senior Executive (C-Suite, VP, etc.)",Canada,95000.0,London
2016,"1,000 to 4,999 employees",Retail and Consumer Services,10 or more years,"Developer, full-stack",Canada,85000.0,Toronto
2016,2 to 9 employees,Retail and Consumer Services,5 to 9 years,"Developer, embedded applications or devices",Canada,75000.0,Vancouver Island and Coast
2016,20 to 99 employees,Healthcare,2 to 4 years,"Developer, back-end",Canada,65000.0,Hamilton–Niagara Peninsula
2016,500 to 999 employees,Financial Services,2 to 4 years,"Developer, embedded applications or devices",Canada,45000.0,Moncton–Richibucto
2016,2 to 9 employees,Higher Education,5 to 9 years,"Developer, full-stack",Canada,35000.0,Montreal
2016,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",10 or more years,Database administrator,Canada,105000.0,Vancouver Island and Coast
2016,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, full-stack",Canada,85000.0,Toronto
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, embedded applications or devices",Canada,105000.0,Calgary
2016,20 to 99 employees,Advertising Services,10 or more years,Product manager,Canada,95000.0,London
2016,100 to 499 employees,Retail and Consumer Services,5 to 9 years,"Developer, desktop or enterprise applications",Canada,75000.0,Kitchener–Waterloo–Barrie
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, full-stack",Canada,65000.0,Hamilton–Niagara Peninsula
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,DevOps specialist,Canada,55000.0,Winnipeg
2016,100 to 499 employees,Retail and Consumer Services,10 or more years,"Developer, back-end",Canada,105000.0,Hamilton–Niagara Peninsula
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,55000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,DevOps specialist,Canada,85000.0,Edmonton
2016,"10,000 or more employees",Financial Services,5 to 9 years,"Developer, full-stack",Canada,65000.0,Kingston–Pembroke
2016,500 to 999 employees,Financial Services,5 to 9 years,"Developer, desktop or enterprise applications",Canada,65000.0,Kingston–Pembroke
2016,20 to 99 employees,"Manufacturing, Transportation, or Supply Chain",10 or more years,"Developer, desktop or enterprise applications",Canada,65000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",0 to 1 years,Data or business analyst,Canada,35000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, full-stack",Canada,65000.0,Kingston–Pembroke
2016,100 to 499 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,20 to 99 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, mobile",Canada,45000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, desktop or enterprise applications",Canada,45000.0,Montreal
2016,"10,000 or more employees",Legal Services,10 or more years,"Developer, full-stack",Canada,75000.0,Kingston–Pembroke
2016,20 to 99 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,45000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, desktop or enterprise applications",Canada,95000.0,Toronto
2016,"5,000 to 9,999 employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,Designer,Canada,45000.0,Kitchener–Waterloo–Barrie
2016,100 to 499 employees,Healthcare,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
2016,"10,000 or more employees","Information Services, IT, Software Development, or other Technology",5 to 9 years,"Developer, back-end",Canada,55000.0,Montreal
2016,10 to 19 employees,"Information Services, IT, Software Development, or other Technology",2 to 4 years,"Developer, front-end",Canada,45000.0,Montreal
2016,100 to 499 employees,"Information Services, IT, Software Development, or other Technology",10 or more years,"Developer, back-end",Canada,95000.0,Toronto
2016,2 to 9 employees,Retail and Consumer Services,2 to 4 years,"Developer, full-stack",Canada,55000.0,Kingston–Pembroke
2016,2 to 9 employees,Advertising Services,10 or more years,"Developer, full-stack",Canada,65000.0,Montreal
